question,answer,image_id
how many chairs are there,7,image1447
what is beneath the wall hanging,"box, table",image1447
what is the colour of the wall,gray,image1447
how many square shaped chairs are there,2,image1448
how many framed pictures are there,3,image1448
what is the longest object,table,image1448
what is on the right side of the square shaped chair,fireplace,image1448
what is the colour of the chairs,"brown, gray",image1449
what is at the centre of the table,"flower, vase",image1449
what is hung on the wall,wall_decoration,image1449
what is above the vase,chandelier,image1449
how many chairs are,2,image1
what are the things in front of the wall,"garbage_bin, sofa",image1
what is left of the sink,fire_extinguisher,image1
what is to the left of sink,stove,image2
what is under the stove,oven,image2
what is to the right of sink,refridgerator,image2
what is above the stove,microwave,image2
how many doors are,2,image3
what is the colour of the telephone,black,image3
what are the things on the table,"scissor, book, papers",image3
what is in front of the table,chair,image4
what are the things on the table,"laptop, bottle, cup, papers",image4
how many cameras are,3,image5
how many chairs are,4,image5
what is left of the kitchen,"whiteboard, poster_board",image5
how many lights are placed in the wall,3,image6
how are the lights connected,wire,image6
what is the colour of the computer,black,image6
how many chairs are placed,8,image6
how many chairs are not placed along with table,6,image6
how many tables are available,3,image6
what is in front of computer monitor,keyboard,image6
what is to the right of computer stand,speaker,image6
how many wooden stands are,1,image6
what is below the computer monitor,computer,image6
what colour is the wall painted,white,image6
how many monitors are,3,image7
how many chair and table are together,4,image7
how many ladders are,1,image7
what is the colour of the ladder,red,image7
white what is screen border colour,black,image7
how many stands are available to hold computer,3,image7
how many doors are opened in the room,1,image8
what is the colour of the door,gray,image8
what all are placed on the wall,"clock, telephone, fire_extinguisher",image8
what is to the left of wall,garbage_bin,image8
what is the colour of the trash bin,blue,image8
what is the below the fire extinguisher,basket,image8
what is the colour of the basket,gray,image8
how many switches are there on the switch board,2,image8
what is the colour of the screen,green,image8
what is to the right of wall,chair,image8
what is the colour of the chair,brown,image8
how many frames are on the wall,3,image9
how many plates are on the tray,4,image9
what is available on the middle of the wooden shelf,"file_holder, pen_holder",image9
what is the colour of the files below the wooden shelf,yellow,image9
how many bottles are,1,image9
how many shelves are on the wall,1,image10
how many sections in the shelf,4,image10
how many pockets are in one section,14,image10
what are available on the pen stand,"scissor, pen",image11
what is the colour of the scissor,blue,image11
how many doors are,1,image12
how many cupboards are,3,image12
how many lights are switched on,2,image12
how many lights are off,2,image12
how many water sprinklers are,1,image12
what is the colour of the door,white,image12
how many cupboards are on the wall,3,image13
what are stuck on the cupboard,photo,image13
how many photos are,22,image13
how many blades in table fan,3,image13
what is in front of of table fan,computer,image13
what is the colour of computer,white,image13
what is to the right of sofa,plant,image14
how many windows are seen outside,5,image14
what is on the left side of wall,fire_extinguisher,image15
what is the colour of the door,brown,image15
what is in the middle of door,glass,image15
how many machines,2,image16
what is above the machines,bookshelf,image16
what is the colour of the machine,white,image16
what is resting on wall,ladder,image17
what is to left of ladder,shelves,image17
what is below the shelf,table,image17
how many steps are on the ladder,6,image18
what is the colour of the board,red,image18
what is colour of ladder,black,image18
what is colour of ring,black,image18
how many tables,1,image19
how many chairs are around the table,6,image19
what is above the table,projector,image19
what is to the right of the screen,computer,image20
what is below cpu,table,image20
what is colour of cpu,black,image20
what is to the left of door,water_dispenser,image21
what is to the right of phone,paper,image21
what is to the right of table,garbage_bin,image22
what is on the chair,clothes,image23
what is the colour of the clothes,black,image23
what is on the notice board,"papers, clock",image23
what is above the table,printer,image24
what is to the right of printer,shelves,image24
what is on the shelf,"printer, pen_stand, paper",image25
what is the colour of the cabin,black,image25
what is above the cabin,bookshelf,image25
how many chairs around the table,5,image26
what is the colour of the chair,red,image26
what is to the left of screen,board,image26
what is on the table,"pen_stand, papers, glass, bottle",image27
what is to the left below of the screen,telephone,image27
what is the colour of the telephone,black,image27
how many light are on,6,image28
what is in blue colour,garbage_bin,image28
what is in front of garbage bin,table,image28
what is behind the table,sofa,image28
what is colour of the sofa,black,image28
how many cpu,2,image29
how many monitors,1,image29
how many keyboards,1,image29
