question,answer,image_id
what is behind the electric toothbrushes,"bottle_of_liquid, cream",image648
what is the colour of the soap inside the bottle,yellow,image133
what are found below the photos,"chair, toy",image1419
what is on the right most side on the table,ornamental_item,image666
what is the colour of the chair,brown,image8
what is near the book on the table,remote_control,image380
what are the objects on the shelf,books,image1141
what is on the floor at the outside of the door,floor_mat,image1198
what is the colour of the lamp,white,image1133
what is to the right of the chair on right side,table,image1292
how many sofas,2,image465
what is on the table,vase,image619
what is to the left of the cabinet,wardrobe,image1065
what are the objects placed on the counter below the shelves,"tape_dispenser, hole_puncher, paper_holder",image12
what is near the briefcase,paper_tray,image610
what is stuck on the wall,light_switch,image1403
what is found on the table,candlestick,image1396
what is on the cabinet,"tray, utensil",image1378
what is the object on the counter below the microwave,toaster,image752
what is the colour of the object on the chair,white,image989
what is in front of the chair,table,image1419
what is in the stand on the left side of the bathtub,towel,image669
how many sinks are there,2,image908
what are stuck on the wall,photo,image915
what are the things on the table,cup,image1413
what is the object close to the wall above the table,picture,image1391
what is the object left side of the toilet,room_divider,image47
what is the largest object,counter,image870
what is in the third shelf of the rack,books,image80
which object is large,bookshelf,image472
what is on the wall,"picture, framed_certificate",image1373
what is stuck on the right side wall,mirror,image1354
what is the largest object,printer,image37
what is on the floor,"suitcase, flower_pot",image1093
how many square shaped chairs are there,2,image1448
how many racks are there in the bookshelf,6,image979
how many chairs are there,8,image6
what is on the right most side of the door,bookshelf,image1410
what are the objects on the tall shelf in front of the wall,"book, hockey_glove, picture",image80
what is beneath the drawers,door,image1362
what is the colour of the object on the left side of the stand,white,image420
what is hanging on the wall between the spice rack and the cabinet,kichen_towel,image133
what is on the table,notecards,image311
what is at the centre of the table,container,image748
what is the towel colour,pink,image690
what is behind the sofa,window,image1264
what is on the table behind the chair,"monitor, mouse, paper",image474
what objects are stuck on the wall,"television, photo",image1115
what is found behind the sofa,vase,image1277
what is on the left side of the piano,door,image1330
what is suspended from the ceiling,chandelier,image783
what is found below the piano,piano_bench,image1279
what is on the right side of the lamp,decorative_plate,image1358
what is to the right of the bed,lamp,image978
how many drawers are there,5,image670
what is available on top of the bed,pillow,image1032
what is on the right side of the toilet,tissue_roll,image689
what is the object close to the towel rod,towel,image739
what is on the right side of the tap,book,image902
what is on the right side of the tissue roll,bowl,image870
what is on the left side of the table,television,image1225
what is on the bed,"comforter, doll",image1126
what is the colour of the bed,brown,image1142
how many towels are there,1,image684
how many ornamental plants are there,2,image1300
what is to the opposite of the table,cabinet,image1321
what is behind the table,door,image1249
what is the colour of the cupboard border,black,image791
what is on the floor,rug,image1443
what is at the corner of the shelf,books,image639
what are the objects on the table,"monitor, keyboard, computer, wire, paper, mouse",image29
what is on the right side of the sofa,window,image372
what is on the left side of the glass,tissue_box,image926
